,S.NO,Insurance Name,Age,Profile,Government/Private,Health Condition,Coverage
1481,1481,Young Star Silver Plan by Star,18-40,Self,Private,Hypertension,5000000
1482,1482,Young Star Gold Plan by Star,18-40,Self,Private,Hypertension,5000000
1483,1483,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Hypertension,10000000
1484,1484,Young Star Silver Plan by Star,18-40,Self,Private,Hypertension,10000000
1485,1485,Young Star Gold Plan by Star,18-40,Self,Private,Hypertension,10000000
1486,1486,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Hypertension,20000000
1487,1487,Diabetes Safe Plan-B by Star by Star,18-65,Self and Spouse,Private,Diabetes,300000
1488,1488,Woman care by Star,18-75,Self and Spouse,Private,Diabetes,300000
1489,1489,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Diabetes,1000000
1490,1490,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Diabetes,1000000
1491,1491,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse,Private,Diabetes,1000000
1492,1492,Diabetes Safe Plan-B by Star by Star,18-40,Self and Spouse,Private,Diabetes,1000000
1493,1493,Woman care by Star,18-75,Self and Spouse,Private,Diabetes,2000000
1494,1494,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Diabetes,2000000
1495,1495,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Diabetes,2000000
1496,1496,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse,Private,Diabetes,2000000
1497,1497,Woman care by Star,18-75,Self and Spouse,Private,Diabetes,5000000
1498,1498,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Diabetes,5000000
1499,1499,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Diabetes,5000000
1500,1500,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse,Private,Diabetes,5000000
1501,1501,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse,Private,Diabetes,10000000
1502,1502,Woman care by Star,18-75,Self and Spouse,Private,Diabetes,10000000
1503,1503,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Diabetes,10000000
1504,1504,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Diabetes,10000000
1505,1505,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse,Private,Diabetes,20000000
1506,1506,Woman care by Star,18-75,Self and Spouse,Private,Hypertension,1000000
1507,1507,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Hypertension,1000000
1508,1508,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Hypertension,1000000
1509,1509,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse,Private,Hypertension,1000000
1510,1510,Woman care by Star,18-75,Self and Spouse,Private,Hypertension,2000000
1511,1511,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Hypertension,2000000
1512,1512,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Hypertension,2000000
1513,1513,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse,Private,Hypertension,2000000
1514,1514,Woman care by Star,18-75,Self and Spouse,Private,Hypertension,5000000
1515,1515,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Hypertension,5000000
1516,1516,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Hypertension,5000000
1517,1517,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse,Private,Hypertension,5000000
1518,1518,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse,Private,Hypertension,10000000
1519,1519,Woman care by Star,18-75,Self and Spouse,Private,Hypertension,10000000
1520,1520,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Hypertension,10000000
1521,1521,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Hypertension,10000000
1522,1522,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse,Private,Hypertension,20000000
1523,1523,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,1000000
1524,1524,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,1000000
1525,1525,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,1000000
1526,1526,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,1000000
1527,1527,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,2000000
1528,1528,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,2000000
1529,1529,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,2000000
1530,1530,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,2000000
1531,1531,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,5000000
1532,1532,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,5000000
1533,1533,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,5000000
1534,1534,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,5000000
1535,1535,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,10000000
1536,1536,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse and 1Kid,Private,Diabetes,10000000
1537,1537,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,10000000
1538,1538,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,10000000
1539,1539,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse and 1Kid,Private,Diabetes,20000000
1540,1540,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,1000000
1541,1541,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,1000000
1542,1542,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,1000000
1543,1543,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,1000000
1544,1544,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,2000000
1545,1545,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,2000000
1546,1546,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,2000000
1547,1547,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,2000000
1548,1548,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,5000000
1549,1549,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,5000000
1550,1550,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,5000000
1551,1551,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,5000000
1552,1552,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse and 1Kid,Private,Hypertension,10000000
1553,1553,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,10000000
1554,1554,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,10000000
1555,1555,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,10000000
1556,1556,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse and 1Kid,Private,Hypertension,20000000
1557,1557,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,1000000
1558,1558,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,1000000
1559,1559,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,1000000
1560,1560,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,1000000
1561,1561,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,2000000
1562,1562,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,2000000
1563,1563,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,2000000
1564,1564,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,2000000
1565,1565,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,5000000
1566,1566,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,5000000
1567,1567,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,5000000
1568,1568,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,5000000
1569,1569,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,10000000
1570,1570,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse and 2Kids,Private,Diabetes,10000000
1571,1571,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,10000000
1572,1572,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,10000000
1573,1573,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse and 2Kids,Private,Diabetes,20000000
1574,1574,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,1000000
1575,1575,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,1000000
1576,1576,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,1000000
1577,1577,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,1000000
1578,1578,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,2000000
1579,1579,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,2000000
1580,1580,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,2000000
1581,1581,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,2000000
1582,1582,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,5000000
1583,1583,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,5000000
1584,1584,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,5000000
1585,1585,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,5000000
1586,1586,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,10000000
1587,1587,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse and 2Kids,Private,Hypertension,10000000
1588,1588,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,10000000
1589,1589,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,10000000
1590,1590,Star Health Assure Insurance Policy by Star,18-65,Self and Spouse and 2Kids,Private,Hypertension,20000000
1591,1591,Diabetes Safe Plan-B by Star,18-65,Parents,Private,Diabetes,300000
1592,1592,Star Health Assure Insurance Policy by Star,18-75,Parents,Private,Diabetes,1000000
1593,1593,Star Health Assure Insurance Policy by Star,18-75,Parents,Private,Diabetes,2000000
1594,1594,Star Health Assure Insurance Policy by Star,18-75,Parents,Private,Diabetes,5000000
1595,1595,Star Health Assure Insurance Policy by Star,18-65,Parents,Private,Diabetes,10000000
1596,1596,Star Health Assure Insurance Policy by Star,18-65,Parents,Private,Diabetes,20000000
1597,1597,Young Star Silver Plan by Star,18-40,Senior Citizen,Private,Hypertension,300000
1598,1598,Young Star Gold Plan by Star,18-40,Senior Citizen,Private,Hypertension,300000
1599,1599,Star Health Assure Insurance Policy by Star,18-75,Senior Citizen,Private,Hypertension,1000000
1600,1600,Young Star Silver Plan by Star,18-40,Senior Citizen,Private,Hypertension,1000000
1601,1601,Young Star Gold Plan by Star,18-40,Senior Citizen,Private,Hypertension,1000000
1602,1602,Star Health Assure Insurance Policy by Star,18-75,Senior Citizen,Private,Hypertension,5000000
1603,1603,Young Star Silver Plan by Star,18-40,Senior Citizen,Private,Hypertension,5000000
1604,1604,Young Star Gold Plan by Star,18-40,Senior Citizen,Private,Hypertension,5000000
1605,1605,Star Health Assure Insurance Policy by Star,18-65,Senior Citizen,Private,Hypertension,10000000
1606,1606,Young Star Silver Plan by Star,18-40,Senior Citizen,Private,Hypertension,10000000
1607,1607,Young Star Gold Plan by Star,18-40,Senior Citizen,Private,Hypertension,10000000
1608,1608,Star Health Assure Insurance Policy by Star,18-65,Senior Citizen,Private,Hypertension,20000000
1609,1609,Next Gen by Rayal Sundharam,18-75,Self,Private,Diabetes,1000000
1610,1610,Lifeline Supreme by Rayal Sundharam,18-55,Self,Private,Diabetes,1000000
1611,1611,Next Gen by Rayal Sundharam,18-75,Self,Private,Diabetes,2000000
1612,1612,Next Gen by Rayal Sundharam,18-75,Self,Private,Diabetes,3000000
1613,1613,Next Gen by Rayal Sundharam,18-75,Self,Private,Diabetes,5000000
1614,1614,Next Gen by Rayal Sundharam,18-75,Self,Private,Diabetes,10000000
1615,1615,Lifeline Supreme by Rayal Sundharam,18-55,Self,Private,Hypertension,1000000
1616,1616,Next Gen by Rayal Sundharam,18-75,Self,Private,Hypertension,2000000
1617,1617,Next Gen by Rayal Sundharam,18-75,Self,Private,Hypertension,3000000
1618,1618,Next Gen by Rayal Sundharam,18-75,Self,Private,Hypertension,5000000
1619,1619,Next Gen by Rayal Sundharam,18-75,Self,Private,Hypertension,10000000
1620,1620,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse,Private,Diabetes,1000000
1621,1621,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Diabetes,1000000
1622,1622,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Diabetes,2000000
1623,1623,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Diabetes,3000000
1624,1624,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Diabetes,5000000
1625,1625,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Diabetes,10000000
1626,1626,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse,Private,Hypertension,1000000
1627,1627,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Hypertension,1000000
1628,1628,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Hypertension,2000000
1629,1629,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Hypertension,3000000
1630,1630,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Hypertension,5000000
1631,1631,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Hypertension,10000000
1632,1632,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse and 1Kid,Private,Diabetes,1000000
1633,1633,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Diabetes,1000000
1634,1634,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Diabetes,2000000
1635,1635,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Diabetes,3000000
1636,1636,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Diabetes,5000000
1637,1637,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Diabetes,10000000
1638,1638,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse and 1Kid,Private,Hypertension,1000000
1639,1639,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Hypertension,1000000
1640,1640,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Hypertension,2000000
1641,1641,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Hypertension,3000000
1642,1642,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Hypertension,5000000
1643,1643,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Hypertension,10000000
1644,1644,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse and 2Kids,Private,Diabetes,1000000
1645,1645,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Diabetes,1000000
1646,1646,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Diabetes,2000000
1647,1647,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Diabetes,3000000
1648,1648,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Diabetes,5000000
1649,1649,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Diabetes,10000000
1650,1650,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse and 2Kids,Private,Hypertension,1000000
1651,1651,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Hypertension,1000000
1652,1652,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Hypertension,2000000
1653,1653,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Hypertension,3000000
1654,1654,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Hypertension,5000000
1655,1655,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Hypertension,10000000
1656,1656,Lifeline Supreme by Rayal Sundharam,18-55,Parents,Private,Diabetes,1000000
1657,1657,Next Gen by Rayal Sundharam,18-75,Parents,Private,Diabetes,1000000
1658,1658,Next Gen by Rayal Sundharam,18-75,Parents,Private,Diabetes,2000000
1659,1659,Next Gen by Rayal Sundharam,18-75,Parents,Private,Diabetes,3000000
1660,1660,Next Gen by Rayal Sundharam,18-75,Parents,Private,Diabetes,5000000
1661,1661,Next Gen by Rayal Sundharam,18-75,Parents,Private,Diabetes,10000000
1662,1662,Lifeline Supreme by Rayal Sundharam,18-55,Parents,Private,Hypertension,1000000
1663,1663,Next Gen by Rayal Sundharam,18-75,Parents,Private,Hypertension,1000000
1664,1664,Next Gen by Rayal Sundharam,18-75,Parents,Private,Hypertension,2000000
1665,1665,Next Gen by Rayal Sundharam,18-75,Parents,Private,Hypertension,3000000
1666,1666,Next Gen by Rayal Sundharam,18-75,Parents,Private,Hypertension,5000000
1667,1667,Next Gen by Rayal Sundharam,18-75,Parents,Private,Hypertension,10000000
1668,1668,Lifeline Supreme by Rayal Sundharam,18-55,Senior Citizen,Private,Diabetes,1000000
1669,1669,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Diabetes,1000000
1670,1670,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Diabetes,2000000
1671,1671,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Diabetes,3000000
1672,1672,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Diabetes,5000000
1673,1673,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Diabetes,10000000
1674,1674,Lifeline Supreme by Rayal Sundharam,18-55,Senior Citizen,Private,Hypertension,1000000
1675,1675,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Hypertension,1000000
1676,1676,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Hypertension,2000000
1677,1677,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Hypertension,3000000
1678,1678,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Hypertension,5000000
1679,1679,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Hypertension,10000000
1680,1680,Chief Minister's Comprehensive Health Insurance Scheme,18-100,Family,Government,Diabetes,500000
1681,1681,Chief Minister's Comprehensive Health Insurance Scheme,18-100,Family,Government,Hypertension,500000
1682,1682,Chief Minister's Comprehensive Health Insurance Scheme,18-100,Family,Government,Others,500000
1683,1683,Awaz Health Insurance Scheme by Kerala Government,18-60,Family,Government,Others,200000
1684,1684,Karunya Health Scheme by Kerala Government,18-100,Family,Government,Others,500000
1685,1685,Medicare Plus by TataAig,18-65,Self,private,Others,500000
1686,1686,Medicare Premier by TataAig,18-65,Self,private,Others,1000000
1687,1687,Medicare by TataAig,18-65,Self,private,Others,1000000
1688,1688,Medicare Plus by TataAig,18-65,Self,private,Others,1000000
1689,1689,Medicare by TataAig,18-65,Self,private,Others,2000000
1690,1690,Medicare by TataAig,18-65,Self,private,Others,2000000
1691,1691,Medicareplus byTataAig,18-65,Self,private,Others,2000000
1692,1692,Medicare Premier by TataAig,18-65,Self,private,Others,5000000
1693,1693,Medicare Plus by TataAig,18-65,Self,private,Others,5000000
1694,1694,Medicare Premier by TataAig,18-65,Self,private,Others,10000000
1695,1695,Medicare Plus by TataAig,18-65,Self,private,Others,10000000
1696,1696,Medicare Premier by TataAig,18-65,Self,private,Others,20000000
1697,1697,Medicare Plus by TataAig,18-65,Senior Citizen,private,Others,500000
1698,1698,Medicare Premier by TataAig,18-65,Senior Citizen,private,Others,1000000
1699,1699,Medicare by TataAig,18-65,Senior Citizen,private,Others,1000000
1700,1700,Medicare Plus by TataAig,18-65,Senior Citizen,private,Others,1000000
1701,1701,Medicare Premier by TataAig,18-65,Senior Citizen,private,Others,2000000
1702,1702, Medicare by TataAig,18-65,Senior Citizen,private,Others,2000000
1703,1703,Medicare Plus by TataAig,18-65,Senior Citizen,private,Others,2000000
1704,1704,Medicare Premier by TataAig,18-65,Senior Citizen,private,Others,5000000
1705,1705,Medicare Plus by TataAig,18-65,Senior Citizen,Private,Others,5000000
1706,1706,Medicare Premier by TataAig,18-65,Senior Citizen,Private,Others,10000000
1707,1707, Medicare Plus by TataAig,18-65,Senior Citizen,Private,Others,10000000
1708,1708,Medicare Premier by TataAig,18-65,Senior Citizen,private,Others,20000000
1709,1709,A Plus Silver by Universal Sompo,18-65,Self,private,Others,500000
1710,1710,A Plus Gold by Universal Sompo,18-65,Self,private,Others,500000
1711,1711,A Plus Diamond by Universal Sompo,18-65,Self,private,Others,500000
1712,1712,Digi Pro by Universal Sompo,18-55,Self,private,Others,500000
1713,1713,A Plus Silver by Universal Sompo,18-65,Self,private,Others,1000000
1714,1714,A Plus Gold by Universal Sompo,18-65,Self,private,Others,1000000
1715,1715,A Plus Diamond by Universal Sompo,18-65,Self,private,Others,1000000
1716,1716,Digi Pro by Universal Sompo,18-55,Self,private,Others,1000000
1717,1717,A Plus Silver by Universal Sompo,18-65,Self,private,Others,2000000
1718,1718,A Plus Gold by Universal Sompo,18-65,Self,private,Others,2000000
1719,1719,A Plus Diamond by Universal Sompo,18-65,Self,private,Others,2000000
1720,1720,A Plus Sillver by Universal Sompo,18-65,Self,private,Others,5000000
1721,1721,A Plus Gold by Universal Sompo,18-65,Self,private,Others,5000000
1722,1722,A Plus Diamond by Universal Sompo,18-65,Self,private,Others,5000000
1723,1723,A Plus Silver by Universal Sompo,18-65,Self,private,Others,10000000
1724,1724,A Plus Gold by Universal Sompo,18-65,Self,private,Others,10000000
1725,1725,A Plus Diamond by Universal Sompo,18-65,Self,private,Others,10000000
1726,1726,Digi Pro by Universal Sompo,18-55,Self and Spouse,private,Others,500000
1727,1727,Digi Pro by Universal Sompo,18-55,Self and Spouse,private,Others,1000000
1728,1728,Digi Pro by Universal Sompo,18-55,Self and Spouse and 1Kid,private,Others,500000
1729,1729,Digi Pro by Universal Sompo,18-55,Self and Spouse and 1Kid,private,Others,1000000
1730,1730,Digi Pro by Universal Sompo,18-55,Self and Spouse and 2Kids,private,Others,500000
1731,1731,Digi Pro by Universal Sompo,18-55,Self and Spouse and 2Kids,private,Others,1000000
1732,1732,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Others,500000
1733,1733,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Others,500000
1734,1734,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Others,500000
1735,1735,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Others,1000000
1736,1736,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Others,1000000
1737,1737,A PLus Diamond by Universal Sompo,18-65,Senior Citizen,private,Others,1000000
1738,1738,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Others,2000000
1739,1739,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Hypertension,2000000
1740,1740,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Others,2000000
1741,1741,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Others,5000000
1742,1742,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Others,5000000
1743,1743,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Others,5000000
1744,1744,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Others,10000000
1745,1745,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Others,10000000
1746,1746,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Others,10000000
1747,1747,A Plus Silver by Universal Sompo,18-65,Self,private,Diabetes,500000
1748,1748,A Plus Gold by Universal Sompo,18-65,Self,private,Diabetes,500000
1749,1749,A Plus Diamond by Universal Sompo,18-65,Self,private,Diabetes,500000
1750,1750,A Plus Silver by Universal Sompo,18-65,Self,private,Diabetes,1000000
1751,1751,A Plus Gold by Universal Sompo,18-65,Self,private,Diabetes,1000000
1752,1752,A Plus Diamond by Universal Sompo,18-65,Self,private,Diabetes,1000000
1753,1753,A Plus Silver by Universal Sompo,18-65,Self,private,Diabetes,2000000
1754,1754,A Plus Gold by Universal Sompo,18-65,Self,private,Diabetes,2000000
1755,1755,A Plus Diamond by Universal Sompo,18-65,Self,private,Diabetes,2000000
1756,1756,A Plus Silver by Universal Sompo,18-65,Self,private,Diabetes,5000000
1757,1757,A Plus Gold by Universal Sompo,18-65,Self,private,Diabetes,5000000
1758,1758,A Plus Diamond by Universal Sompo,18-65,Self,private,Diabetes,5000000
1759,1759,A Plus Silver by Universal Sompo,18-65,Self,private,Diabetes,10000000
1760,1760,A Plus Gold by Universal Sompo,18-65,Self,private,Diabetes,10000000
1761,1761,A Plus Diamond by Universal Sompo,18-65,Self,private,Diabetes,10000000
1762,1762,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Diabetes,500000
1763,1763,A PLus Gold by Universal Sompo,18-65,Senior Citizen,private,Diabetes,500000
1764,1764,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Diabetes,500000
1765,1765,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Diabetes,1000000
1766,1766,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Diabetes,1000000
1767,1767,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Diabetes,1000000
1768,1768,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Diabetes,2000000
1769,1769,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Diabetes,2000000
1770,1770,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Diabetes,2000000
1771,1771,A plus Silver by Universal Sompo,18-65,Senior Citizen,private,Diabetes,5000000
1772,1772,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Diabetes,5000000
1773,1773,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Diabetes,5000000
1774,1774,A Plus Siver by Universal Sompo,18-65,Senior Citizen,private,Diabetes,10000000
1775,1775,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Diabetes,10000000
1776,1776,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Diabetes,10000000
1777,1777,A Plus Silver by Universal Sompo,18-65,Self,private,Hypertension,500000
1778,1778,A Plus Gold by Universal Sompo,18-65,Self,private,Hypertension,500000
1779,1779,A Plus Diamond by Universal Sompo,18-65,Self,private,Hypertension,500000
1780,1780,A Plus Silver by Universal Sompo,18-65,Self,private,Hypertension,1000000
1781,1781,A plus Gold by Universal Sompo,18-65,Self,private,Hypertension,1000000
1782,1782,A plus Diamond by Universal Sompo,18-65,Self,private,Hypertension,1000000
1783,1783,A Plus Silver by Universal Sompo,18-65,Self,private,Hypertension,2000000
1784,1784,A plus Gold by Universal Sompo,18-65,Self,private,Hypertension,2000000
1785,1785,A plus Diamond by Universal Sompo,18-65,Self,private,Hypertension,2000000
